,mass,ctau_for_eps10em2,ctau_for_eps10em4,ctau_for_eps10em6,ctau_for_eps10em8,br_zdtosm
713,7350,1.5360102463348535e-11,1.5360102463348533e-07,0.0015360102463348535,15.360102463348534,0.14940878887855566
714,7360,1.5272757852781107e-11,1.5272757852781108e-07,0.0015272757852781108,15.272757852781108,0.14876144871392302
715,7370,1.5186225027610626e-11,1.5186225027610624e-07,0.0015186225027610625,15.186225027610623,0.14811971342751548
716,7380,1.510049324817173e-11,1.510049324817173e-07,0.0015100493248171734,15.100493248171734,0.14748351037084073
717,7390,1.5015551960953134e-11,1.5015551960953135e-07,0.0015015551960953135,15.015551960953136,0.14685276814724016
718,7399,1.493139079459574e-11,1.4931390794595739e-07,0.0014931390794595742,14.931390794595742,0.1462274165850215
719,7410,1.518292763801731e-11,1.5182927638017313e-07,0.0015182927638017314,15.182927638017313,0.14889186975398125
720,7420,1.5443859620911125e-11,1.5443859620911125e-07,0.0015443859620911124,15.443859620911127,0.151655244337879
721,7430,1.5714719599788426e-11,1.5714719599788424e-07,0.0015714719599788426,15.714719599788426,0.15452315324226598
722,7439,1.5996081522922674e-11,1.5996081522922676e-07,0.0015996081522922675,15.996081522922676,0.15750164220389504
723,7450,1.5759188311866118e-11,1.575918831186612e-07,0.0015759188311866119,15.759188311866119,0.1553778438540576
724,7460,1.5528656797378222e-11,1.5528656797378221e-07,0.001552865679737822,15.52865679737822,0.15331057875475798
725,7470,1.530423606561416e-11,1.530423606561416e-07,0.0015304236065614158,15.304236065614159,0.15129761910948647
726,7479,1.5085688216747724e-11,1.5085688216747721e-07,0.0015085688216747726,15.085688216747725,0.14933685265958066
727,7490,1.487278753209518e-11,1.487278753209518e-07,0.0014872787532095185,14.87278753209518,0.14742627529005514
728,7500,1.4665319704393627e-11,1.4665319704393624e-07,0.0014665319704393624,14.665319704393625,0.1455639841961081
729,7510,1.47140755383591e-11,1.4714075538359099e-07,0.00147140755383591,14.714075538359095,0.14624279823014066
730,7520,1.4763342378413814e-11,1.4763342378413817e-07,0.0014763342378413815,14.763342378413816,0.14692798997803272
731,7530,1.481312723361185e-11,1.481312723361185e-07,0.0014813127233611852,14.813127233611851,0.14761964959892254
732,7540,1.4863437247039494e-11,1.4863437247039494e-07,0.0014863437247039494,14.863437247039494,0.14831786896087645
733,7550,1.491427969899645e-11,1.491427969899645e-07,0.001491427969899645,14.914279698996449,0.1490227416815541
734,7560,1.4965662010268392e-11,1.4965662010268387e-07,0.001496566201026839,14.96566201026839,0.14973436317004096
735,7570,1.5017591745493847e-11,1.5017591745493846e-07,0.0015017591745493846,15.017591745493846,0.15045283066988607
736,7580,1.507007661662886e-11,1.507007661662886e-07,0.001507007661662886,15.070076616628857,0.15117824330338775
737,7590,1.512312448651249e-11,1.5123124486512488e-07,0.001512312448651249,15.12312448651249,0.1519107021171682
738,7600,1.5176743372536722e-11,1.5176743372536722e-07,0.0015176743372536721,15.176743372536722,0.15265031012908178
739,7610,1.5071419444694702e-11,1.5071419444694704e-07,0.0015071419444694706,15.071419444694705,0.15179055963424934
740,7620,1.4967328681911027e-11,1.4967328681911027e-07,0.0014967328681911027,14.967328681911033,0.1509404558531385
741,7630,1.4864450230711224e-11,1.4864450230711224e-07,0.0014864450230711224,14.864450230711224,0.15009983719600972
742,7640,1.4762763701940002e-11,1.4762763701940006e-07,0.0014762763701940006,14.762763701940004,0.1492685456634074
743,7649,1.4662249157929006e-11,1.4662249157929005e-07,0.0014662249157929006,14.66224915792901,0.1484464267469826
744,7660,1.4562887100087635e-11,1.4562887100087633e-07,0.0014562887100087634,14.562887100087636,0.1476333293335845
745,7670,1.4464658456900858e-11,1.4464658456900855e-07,0.0014464658456900855,14.464658456900857,0.14682910561249818
746,7680,1.4367544572318355e-11,1.4367544572318357e-07,0.0014367544572318359,14.367544572318359,0.14603361098570555
747,7689,1.4271527194520386e-11,1.4271527194520388e-07,0.0014271527194520384,14.271527194520385,0.1452467039810585
748,7700,1.4176588465046018e-11,1.417658846504602e-07,0.001417658846504602,14.176588465046017,0.14446824616825166
749,7710,1.4229937590024816e-11,1.4229937590024814e-07,0.0014229937590024815,14.229937590024822,0.1452003834834723
750,7720,1.4283879718295574e-11,1.4283879718295579e-07,0.0014283879718295575,14.283879718295575,0.14593999340566916
751,7729,1.433842377446081e-11,1.433842377446081e-07,0.0014338423774460812,14.338423774460814,0.14668719080759884
752,7740,1.4393578868098054e-11,1.4393578868098055e-07,0.0014393578868098055,14.393578868098054,0.14744209292982513
753,7750,1.4449354298542632e-11,1.4449354298542635e-07,0.0014449354298542636,14.449354298542636,0.14820481944202868
754,7760,1.4505759559819902e-11,1.4505759559819903e-07,0.0014505759559819904,14.505759559819909,0.14897549250623354
755,7770,1.456280434573238e-11,1.4562804345732382e-07,0.0014562804345732382,14.562804345732381,0.14975423684201725
756,7780,1.4620498555107526e-11,1.462049855510753e-07,0.001462049855510753,14.62049855510753,0.15054117979378046
757,7790,1.4678852297212102e-11,1.4678852297212102e-07,0.0014678852297212105,14.678852297212105,0.15133645140015056
758,7800,1.4737875897339323e-11,1.4737875897339322e-07,0.0014737875897339323,14.737875897339322,0.15214018446559993
759,7810,1.4703126932607373e-11,1.4703126932607368e-07,0.0014703126932607373,14.703126932607374,0.1519762185530832
760,7820,1.4668502325446985e-11,1.4668502325446984e-07,0.0014668502325446984,14.668502325446987,0.15181261977804414
761,7830,1.4634001469602762e-11,1.4634001469602767e-07,0.0014634001469602765,14.634001469602765,0.1516493867960166
762,7840,1.4599623762642074e-11,1.4599623762642075e-07,0.001459962376264208,14.59962376264208,0.15148651827010234
763,7850,1.4565368605924687e-11,1.4565368605924685e-07,0.0014565368605924686,14.565368605924686,0.15132401287090855
764,7860,1.4531235404572648e-11,1.453123540457265e-07,0.0014531235404572648,14.53123540457265,0.15116186927648548
765,7870,1.4497223567440555e-11,1.4497223567440558e-07,0.0014497223567440554,14.49722356744056,0.1510000861722659
766,7880,1.4463332507086064e-11,1.4463332507086067e-07,0.0014463332507086064,14.463332507086065,0.1508386622510041
767,7890,1.4429561639740656e-11,1.4429561639740654e-07,0.0014429561639740652,14.429561639740653,0.15067759621271626
768,7899,1.4395910385280742e-11,1.4395910385280744e-07,0.0014395910385280744,14.395910385280747,0.1505168867646211
769,7910,1.4375346730937188e-11,1.4375346730937188e-07,0.0014375346730937186,14.375346730937189,0.15049229762142105
770,7920,1.4354836973432992e-11,1.4354836973432994e-07,0.0014354836973432998,14.354836973432993,0.15046772927784208
771,7930,1.4334380897537937e-11,1.4334380897537938e-07,0.0014334380897537938,14.33438089753794,0.15044318161497894
772,7939,1.4313978289212926e-11,1.4313978289212925e-07,0.0014313978289212928,14.313978289212926,0.15041865451504896
773,7950,1.4293628935601312e-11,1.4293628935601313e-07,0.0014293628935601315,14.293628935601316,0.15039414786137925
774,7960,1.4273332625020316e-11,1.427333262502031e-07,0.0014273332625020314,14.273332625020313,0.15036966153839454
775,7970,1.4253089146952456e-11,1.4253089146952452e-07,0.0014253089146952452,14.253089146952453,0.15034519543160524
776,7979,1.423289829203716e-11,1.423289829203716e-07,0.0014232898292037162,14.232898292037161,0.15032074942759488
777,7990,1.4212759852062396e-11,1.4212759852062394e-07,0.0014212759852062398,14.2127598520624,0.1502963234140086
778,8000,1.4192673619956322e-11,1.419267361995632e-07,0.0014192673619956321,14.192673619956324,0.15027191727954126
779,8010,1.4162000361843314e-11,1.416200036184331e-07,0.0014162000361843314,14.162000361843312,0.1501347440409431
780,8020,1.4131428278008002e-11,1.4131428278008006e-07,0.0014131428278008002,14.131428278008,0.1499978327173708
781,8030,1.410095691135269e-11,1.4100956911352694e-07,0.0014100956911352693,14.100956911352695,0.1498611824683709
782,8040,1.4070585807465375e-11,1.4070585807465373e-07,0.0014070585807465373,14.070585807465374,0.1497247924578681
783,8050,1.4040314514599796e-11,1.4040314514599795e-07,0.0014040314514599795,14.0403145145998,0.14958866185413006
784,8060,1.4010142583655551e-11,1.4010142583655554e-07,0.0014010142583655554,14.010142583655552,0.14945278982973226
785,8070,1.398006956815857e-11,1.3980069568158568e-07,0.0013980069568158573,13.98006956815857,0.14931717556152366
786,8080,1.3950095024241566e-11,1.395009502424157e-07,0.0013950095024241565,13.950095024241564,0.1491818182305926
787,8090,1.3920218510624825e-11,1.3920218510624828e-07,0.0013920218510624829,13.920218510624828,0.14904671702223274
788,8100,1.3890439588597144e-11,1.389043958859714e-07,0.0013890439588597142,13.890439588597145,0.14891187112591028
789,8110,1.3891759494822487e-11,1.3891759494822489e-07,0.001389175949482249,13.891759494822493,0.14911004253286894
790,8120,1.389312623191376e-11,1.389312623191376e-07,0.0013893126231913765,13.893126231913762,0.14930875281666947
791,8130,1.3894539823481213e-11,1.3894539823481214e-07,0.0013894539823481214,13.894539823481214,0.1495080040935185
792,8140,1.389600029411926e-11,1.389600029411926e-07,0.001389600029411926,13.896000294119258,0.1497077984914899
793,8150,1.3897507669407374e-11,1.3897507669407372e-07,0.0013897507669407374,13.897507669407373,0.1499081381505997
794,8160,1.3899061975911045e-11,1.3899061975911042e-07,0.0013899061975911045,13.899061975911042,0.1501090252228814
795,8170,1.3900663241182757e-11,1.3900663241182756e-07,0.0013900663241182758,13.900663241182757,0.15031046187246264
796,8180,1.3902311493763071e-11,1.3902311493763072e-07,0.0013902311493763071,13.902311493763072,0.15051245027564136
797,8189,1.3904006763181722e-11,1.3904006763181719e-07,0.0013904006763181716,13.90400676318172,0.15071499262096372
798,8200,1.3905749079958739e-11,1.3905749079958743e-07,0.0013905749079958743,13.905749079958744,0.15091809110930246
799,8210,1.393913607473449e-11,1.3939136074734494e-07,0.0013939136074734492,13.939136074734495,0.15146509299805325
800,8220,1.3972808444435228e-11,1.3972808444435227e-07,0.0013972808444435224,13.972808444435227,0.1520160848042161
801,8230,1.400676916239738e-11,1.400676916239738e-07,0.0014006769162397384,14.006769162397385,0.15257111026216616
802,8240,1.4041021246392734e-11,1.404102124639274e-07,0.0014041021246392735,14.041021246392742,0.15313021374852887
803,8250,1.4075567759441658e-11,1.407556775944166e-07,0.001407556775944166,14.075567759441665,0.15369344029400533
804,8260,1.411041181064455e-11,1.4110411810644551e-07,0.0014110411810644553,14.11041181064455,0.15426083559545994
805,8270,1.414555655603166e-11,1.414555655603166e-07,0.0014145556556031662,14.145556556031664,0.15483244602827695
806,8280,1.4181005199432134e-11,1.4181005199432136e-07,0.0014181005199432135,14.181005199432134,0.15540831865899332
807,8290,1.4216760993362422e-11,1.4216760993362422e-07,0.0014216760993362425,14.216760993362422,0.15598850125821534
808,8300,1.4252827239934847e-11,1.4252827239934845e-07,0.0014252827239934847,14.252827239934845,0.1565730423138254
809,8310,1.418443237102317e-11,1.4184432371023164e-07,0.0014184432371023169,14.184432371023169,0.15600960835295902
810,8320,1.4116569835092e-11,1.4116569835091998e-07,0.0014116569835092,14.116569835092001,0.15545022488501367
811,8330,1.4049233759678485e-11,1.4049233759678486e-07,0.0014049233759678484,14.049233759678485,0.15489484831345698
812,8340,1.3982418357036426e-11,1.3982418357036422e-07,0.0013982418357036425,13.982418357036426,0.1543434356658321
813,8350,1.3916117922621375e-11,1.3916117922621375e-07,0.0013916117922621381,13.916117922621376,0.15379594458262447
814,8360,1.3850326833607932e-11,1.385032683360793e-07,0.001385032683360793,13.850326833607935,0.15325233330636498
815,8370,1.378503954743871e-11,1.3785039547438709e-07,0.0013785039547438707,13.785039547438707,0.15271256067096606
816,8380,1.3720250600404016e-11,1.3720250600404016e-07,0.0013720250600404015,13.720250600404015,0.15217658609128293
817,8390,1.3655954606251549e-11,1.365595460625155e-07,0.0013655954606251553,13.655954606251552,0.15164436955289567
818,8400,1.3592146254825426e-11,1.3592146254825422e-07,0.0013592146254825426,13.592146254825424,0.151115871602106
819,8410,1.3594330214940546e-11,1.359433021494055e-07,0.0013594330214940548,13.594330214940548,0.1513202525753892
820,8420,1.3596559387186594e-11,1.3596559387186596e-07,0.0013596559387186596,13.596559387186597,0.1515251959084905
821,8430,1.3598833812753867e-11,1.3598833812753867e-07,0.001359883381275387,13.598833812753869,0.1517307038591303
822,8440,1.3601153533771509e-11,1.3601153533771507e-07,0.0013601153533771507,13.601153533771505,0.15193677869771272
823,8450,1.3603518593309287e-11,1.3603518593309287e-07,0.0013603518593309288,13.603518593309287,0.1521434227074089
824,8460,1.3605929035379606e-11,1.3605929035379611e-07,0.0013605929035379607,13.605929035379608,0.15235063818424058
825,8470,1.36083849049394e-11,1.36083849049394e-07,0.00136083849049394,13.6083849049394,0.15255842743716475
826,8480,1.3610886247892213e-11,1.361088624789221e-07,0.0013610886247892213,13.61088624789221,0.15276679278815922
827,8490,1.361343311109021e-11,1.361343311109021e-07,0.0013613433111090212,13.613433111090211,0.15297573657230826
828,8500,1.3616025542336377e-11,1.3616025542336376e-07,0.0013616025542336375,13.616025542336375,0.15318526113788966
829,8510,1.3574934616233618e-11,1.3574934616233618e-07,0.0013574934616233615,13.574934616233616,0.15290282256429896
830,8520,1.353403310472641e-11,1.3534033104726412e-07,0.001353403310472641,13.534033104726412,0.1526214318334159
831,8530,1.349331982053463e-11,1.3493319820534631e-07,0.0013493319820534633,13.493319820534628,0.1523410830642962
832,8540,1.3452793585872374e-11,1.3452793585872375e-07,0.0013452793585872376,13.452793585872376,0.15206177042043645
833,8550,1.3412453232355087e-11,1.3412453232355088e-07,0.001341245323235509,13.412453232355087,0.15178348810934975
834,8560,1.3372297600907515e-11,1.3372297600907517e-07,0.0013372297600907515,13.372297600907517,0.15150623038214694
835,8570,1.3332325541672946e-11,1.333232554167295e-07,0.001333232554167295,13.332325541672953,0.15122999153312214
836,8580,1.3292535913923374e-11,1.3292535913923375e-07,0.0013292535913923375,13.292535913923375,0.15095476589934342
837,8590,1.3252927585970764e-11,1.325292758597076e-07,0.0013252927585970765,13.252927585970767,0.1506805478602479
838,8600,1.321349943507934e-11,1.3213499435079342e-07,0.001321349943507934,13.21349943507934,0.15040733183724192
839,8610,1.3241844585387962e-11,1.3241844585387963e-07,0.0013241844585387965,13.241844585387962,0.1509054231835863
840,8620,1.3270414617161153e-11,1.3270414617161152e-07,0.0013270414617161154,13.27041461716115,0.15140683201168542
841,8630,1.329921165383726e-11,1.3299211653837258e-07,0.001329921165383726,13.29921165383726,0.15191159152016634
842,8640,1.3328237847914186e-11,1.3328237847914185e-07,0.0013328237847914186,13.328237847914188,0.15241973535258507
843,8650,1.3357495381433874e-11,1.3357495381433876e-07,0.0013357495381433873,13.357495381433875,0.15293129760490035
844,8660,1.3386986466476773e-11,1.3386986466476769e-07,0.0013386986466476774,13.386986466476767,0.15344631283309915
845,8670,1.3416713345666207e-11,1.3416713345666206e-07,0.0013416713345666207,13.416713345666206,0.1539648160609764
846,8680,1.3446678292683227e-11,1.3446678292683225e-07,0.0013446678292683225,13.446678292683226,0.15448684278807345
847,8690,1.347688361279174e-11,1.3476883612791743e-07,0.0013476883612791744,13.476883612791749,0.15501242899777856
848,8700,1.3507331643374764e-11,1.3507331643374764e-07,0.0013507331643374766,13.507331643374766,0.15554161116559445
849,8710,1.347283902025281e-11,1.3472839020252812e-07,0.0013472839020252812,13.472839020252811,0.1553229262330361
850,8720,1.3438479373902045e-11,1.3438479373902046e-07,0.0013438479373902045,13.438479373902045,0.15510486272255486
851,8730,1.340425201378602e-11,1.340425201378602e-07,0.0013404252013786025,13.404252013786024,0.15488741793651034
852,8740,1.3370156253914462e-11,1.337015625391446e-07,0.001337015625391446,13.37015625391446,0.15467058919328694
853,8750,1.3336191412806747e-11,1.333619141280675e-07,0.0013336191412806752,13.33619141280675,0.15445437382717125
854,8760,1.3302356813455696e-11,1.33023568134557e-07,0.0013302356813455695,13.302356813455699,0.15423876918822985
855,8770,1.326865178329162e-11,1.326865178329162e-07,0.0013268651783291618,13.268651783291618,0.1540237726421894
856,8780,1.3235075654146794e-11,1.32350756541468e-07,0.0013235075654146802,13.2350756541468,0.15380938157031693
857,8790,1.3201627762220273e-11,1.3201627762220272e-07,0.0013201627762220276,13.201627762220273,0.15359559336930165
858,8800,1.3168307448042985e-11,1.316830744804299e-07,0.001316830744804299,13.168307448042984,0.15338240545113796
859,8810,1.3117031856329495e-11,1.3117031856329498e-07,0.0013117031856329498,13.1170318563295,0.152958956986377
860,8820,1.3066072892009033e-11,1.3066072892009033e-07,0.0013066072892009035,13.066072892009034,0.1525378467694911
861,8830,1.3015427822240653e-11,1.3015427822240654e-07,0.0013015427822240654,13.015427822240655,0.15211905543955828
862,8840,1.2965093944805721e-11,1.296509394480572e-07,0.0012965093944805716,12.96509394480572,0.15170256384920086
863,8850,1.2915068587683845e-11,1.291506858768384e-07,0.0012915068587683845,12.915068587683844,0.1512883530616453
864,8860,1.2865349108635813e-11,1.2865349108635812e-07,0.0012865349108635812,12.865349108635812,0.15087640434783126
865,8870,1.2815932894793453e-11,1.2815932894793453e-07,0.0012815932894793454,12.815932894793454,0.1504666991835677
866,8880,1.2766817362256226e-11,1.276681736225623e-07,0.001276681736225623,12.766817362256232,0.150059219246736
867,8890,1.2717999955694335e-11,1.2717999955694338e-07,0.001271799995569434,12.717999955694339,0.14965394641453866
868,8900,1.2669478147958482e-11,1.2669478147958482e-07,0.0012669478147958485,12.669478147958484,0.14925086276079266
869,8910,1.3227682945003635e-11,1.3227682945003636e-07,0.0013227682945003633,13.227682945003636,0.1560019839323877
870,8920,1.3155734738579855e-11,1.3155734738579858e-07,0.0013155734738579858,13.155734738579856,0.15532777731518424
871,8930,1.3084439219922555e-11,1.3084439219922553e-07,0.0013084439219922554,13.084439219922555,0.15465937946772293
872,8940,1.3013787876840875e-11,1.3013787876840879e-07,0.001301378787684088,13.013787876840878,0.1539967155981284
873,8950,1.2943772343165565e-11,1.2943772343165564e-07,0.0012943772343165562,12.943772343165564,0.1533397121933895
874,8960,1.2874384395638294e-11,1.287438439563829e-07,0.0012874384395638295,12.874384395638291,0.15268829699213787
875,8970,1.2805615950880149e-11,1.2805615950880148e-07,0.0012805615950880148,12.80561595088015,0.15204239895811944
876,8980,1.2737459062436954e-11,1.2737459062436951e-07,0.0012737459062436953,12.737459062436955,0.15140194825433748
877,8990,1.2669905917899095e-11,1.2669905917899092e-07,0.0012669905917899091,12.669905917899095,0.15076687621784832
878,9000,1.260294883609366e-11,1.260294883609366e-07,0.001260294883609366,12.60294883609366,0.15013711533518947
879,9010,1.2596428138523766e-11,1.2596428138523767e-07,0.0012596428138523768,12.596428138523766,0.15022635137708154
880,9020,1.2589931219682473e-11,1.2589931219682473e-07,0.0012589931219682473,12.589931219682471,0.15031569914416756
881,9030,1.2583458014760008e-11,1.2583458014760007e-07,0.0012583458014760007,12.583458014760009,0.15040515880694802
882,9040,1.257700845928796e-11,1.257700845928796e-07,0.0012577008459287962,12.577008459287963,0.15049473053657855
883,9050,1.2570582489137329e-11,1.257058248913733e-07,0.0012570582489137329,12.57058248913733,0.15058441450486945
884,9060,1.2564180040516595e-11,1.2564180040516595e-07,0.0012564180040516596,12.564180040516597,0.15067421088428526
885,9070,1.2557801049969892e-11,1.2557801049969893e-07,0.0012557801049969894,12.557801049969893,0.15076411984794447
886,9080,1.2551445454375127e-11,1.2551445454375127e-07,0.0012551445454375126,12.551445454375127,0.1508541415696198
887,9090,1.2545113190942095e-11,1.2545113190942098e-07,0.0012545113190942099,12.545113190942097,0.15094427622373738
888,9100,1.253880419721068e-11,1.2538804197210679e-07,0.001253880419721068,12.538804197210679,0.15103452398537678
889,9110,1.2536307507110432e-11,1.2536307507110428e-07,0.0012536307507110432,12.53630750711043,0.15117057630219824
890,9120,1.2533837005328046e-11,1.253383700532805e-07,0.0012533837005328048,12.53383700532805,0.15130687923137828
891,9130,1.25313926599904e-11,1.2531392659990394e-07,0.0012531392659990398,12.5313926599904,0.15144343342930694
892,9140,1.2528974439577029e-11,1.252897443957703e-07,0.0012528974439577026,12.528974439577029,0.1515802395549597
893,9150,1.2526582312919051e-11,1.2526582312919052e-07,0.0012526582312919051,12.526582312919047,0.15171729826990693
894,9160,1.2524216249198073e-11,1.2524216249198075e-07,0.0012524216249198074,12.524216249198071,0.15185461023832436
895,9170,1.2521876217945061e-11,1.2521876217945067e-07,0.001252187621794506,12.52187621794506,0.15199217612700286
896,9180,1.2519562189039327e-11,1.2519562189039328e-07,0.001251956218903933,12.519562189039329,0.15212999660535856
897,9190,1.2517274132707446e-11,1.2517274132707438e-07,0.0012517274132707442,12.517274132707445,0.15226807234544334
898,9200,1.2515012019522185e-11,1.2515012019522184e-07,0.0012515012019522185,12.515012019522185,0.15240640402195502
899,9210,1.2563563300077676e-11,1.2563563300077678e-07,0.0012563563300077676,12.563563300077679,0.1531641495486557
900,9220,1.2612629978414321e-11,1.2612629978414324e-07,0.0012612629978414325,12.612629978414324,0.1539294726568227
901,9230,1.266221972400152e-11,1.2662219724001518e-07,0.001266221972400152,12.66221972400152,0.1547024875481593
902,9240,1.2712340361651964e-11,1.2712340361651965e-07,0.0012712340361651967,12.712340361651966,0.15548331073108151
903,9250,1.2762999875461099e-11,1.2762999875461102e-07,0.0012762999875461105,12.762999875461102,0.15627206107925115
904,9260,1.281420641286728e-11,1.2814206412867286e-07,0.0012814206412867278,12.814206412867279,0.15706885989190145
905,9270,1.2865968288836699e-11,1.28659682888367e-07,0.00128659682888367,12.865968288836699,0.15787383095601645
906,9280,1.2918293990177773e-11,1.2918293990177774e-07,0.0012918293990177776,12.918293990177775,0.15868710061043506
907,9290,1.2614052877218287e-11,1.2614052877218287e-07,0.0012614052877218287,12.61405287721829,0.15511699942934634
908,9300,1.232322901791108e-11,1.232322901791108e-07,0.001232322901791108,12.323229017911082,0.1517040068751225
909,9310,1.2353636766105562e-11,1.2353636766105562e-07,0.0012353636766105562,12.353636766105561,0.1522420567148724
910,9320,1.2384289978983198e-11,1.2384289978983198e-07,0.00123842899789832,12.384289978983194,0.15278394144568447
911,9330,1.2415191194893545e-11,1.2415191194893546e-07,0.0012415191194893546,12.415191194893547,0.15332970218145972
912,9340,1.244634298902244e-11,1.2446342989022444e-07,0.0012446342989022444,12.446342989022444,0.1538793806261688
913,9350,1.2477747974052859e-11,1.2477747974052858e-07,0.0012477747974052862,12.477747974052859,0.15443301908447288
914,9360,1.2509408800840123e-11,1.2509408800840124e-07,0.0012509408800840125,12.509408800840125,0.1549906604725768
915,9370,1.2476635825703904e-11,1.2476635825703908e-07,0.0012476635825703908,12.476635825703907,0.15474995768525665
916,9380,1.2443993250356238e-11,1.2443993250356234e-07,0.0012443993250356238,12.443993250356236,0.15451000598017495
917,9390,1.2411480373183678e-11,1.2411480373183675e-07,0.0012411480373183679,12.411480373183679,0.1542708018167289
918,9400,1.2553119269441634e-11,1.2553119269441635e-07,0.0012553119269441634,12.553119269441636,0.1561976964014799
919,9410,1.2334194712064036e-11,1.2334194712064035e-07,0.0012334194712064035,12.334194712064035,0.15363709833459446
920,9420,1.2159997120008037e-11,1.2159997120008038e-07,0.0012159997120008044,12.15999712000804,0.15162841848105146
921,9430,1.2027182884803796e-11,1.2027182884803797e-07,0.0012027182884803795,12.027182884803796,0.15013169788299316
922,9440,1.1896992161437545e-11,1.1896992161437545e-07,0.0011896992161437546,11.896992161437547,0.14866424075618626
923,9450,1.1769348667233142e-11,1.1769348667233146e-07,0.0011769348667233144,11.769348667233146,0.1472251971555619
924,9460,1.2357196498050853e-11,1.2357196498050852e-07,0.001235719649805085,12.357196498050852,0.15474248124595502
925,9470,1.2268131629033176e-11,1.2268131629033176e-07,0.0012268131629033176,12.268131629033176,0.15378976532432193
926,9480,1.2180184298389846e-11,1.2180184298389847e-07,0.0012180184298389847,12.180184298389847,0.1528487131698833
927,9490,1.2093334021035012e-11,1.209333402103501e-07,0.0012093334021035015,12.09333402103501,0.15191911186514048
928,9500,1.2007560807835347e-11,1.2007560807835346e-07,0.0012007560807835347,12.007560807835347,0.15100075364376134
929,9510,1.181643102684258e-11,1.1816431026842582e-07,0.0011816431026842582,11.816431026842587,0.14875381744340213
930,9520,1.1839168008203931e-11,1.183916800820393e-07,0.0011839168008203936,11.83916800820393,0.1491969602180813
931,9530,1.1862067391621329e-11,1.1862067391621327e-07,0.0011862067391621327,11.862067391621327,0.14964275507169106
932,9540,1.1885130554260596e-11,1.18851305542606e-07,0.0011885130554260598,11.885130554260595,0.15009122585760298
933,9550,1.190835889021923e-11,1.1908358890219233e-07,0.001190835889021923,11.908358890219233,0.15054239671630493
934,9560,1.1931753810779867e-11,1.193175381077987e-07,0.001193175381077987,11.93175381077987,0.150996292079732
935,9570,1.1955316744668447e-11,1.1955316744668447e-07,0.0011955316744668447,11.955316744668448,0.15145293667567655
936,9580,1.1979049138317078e-11,1.1979049138317078e-07,0.001197904913831708,11.97904913831708,0.1519123555322783
937,9590,1.2002952456131682e-11,1.200295245613168e-07,0.001200295245613168,12.00295245613168,0.15237457398259674
938,9600,1.2027028180764527e-11,1.202702818076453e-07,0.0012027028180764529,12.027028180764532,0.1528396176692666
939,9610,1.2019951083764498e-11,1.2019951083764494e-07,0.0012019951083764495,12.019951083764498,0.15290899688394274
940,9620,1.2012893918400011e-11,1.2012893918400017e-07,0.0012012893918400011,12.012893918400016,0.15297844297067542
941,9630,1.2005856628115989e-11,1.2005856628115987e-07,0.0012005856628115991,12.005856628115987,0.1530479560007308
942,9640,1.1998839156614135e-11,1.1998839156614135e-07,0.001199883915661414,11.99883915661414,0.1531175360456591
943,9650,1.1991841447851652e-11,1.1991841447851654e-07,0.0011991841447851653,11.99184144785165,0.1531871831772939
944,9660,1.1984863446039774e-11,1.1984863446039774e-07,0.0011984863446039776,11.984863446039775,0.1532568974677516
945,9670,1.1977905095642449e-11,1.197790509564245e-07,0.001197790509564245,11.97790509564245,0.1533266789894306
946,9680,1.1970966341375016e-11,1.1970966341375016e-07,0.0011970966341375015,11.970966341375014,0.15339652781501095
947,9690,1.196404712820277e-11,1.1964047128202774e-07,0.0011964047128202769,11.96404712820277,0.1534664440174532
948,9700,1.1957147401339688e-11,1.1957147401339686e-07,0.0011957147401339687,11.957147401339688,0.1535364276699983
949,9710,1.1933769167895927e-11,1.193376916789593e-07,0.001193376916789593,11.93376916789593,0.15339441745910196
950,9720,1.1910459727945e-11,1.1910459727945001e-07,0.0011910459727944994,11.910459727945002,0.15325267333031484
951,9730,1.1887218809534673e-11,1.1887218809534671e-07,0.0011887218809534675,11.887218809534671,0.1531111945133108
952,9740,1.1864046142073213e-11,1.1864046142073214e-07,0.0011864046142073216,11.864046142073214,0.15296998024090291
953,9750,1.1840941456321056e-11,1.1840941456321054e-07,0.001184094145632106,11.84094145632106,0.1528290297490267
954,9760,1.1817904484382518e-11,1.1817904484382514e-07,0.0011817904484382519,11.81790448438252,0.15268834227672248
955,9770,1.179493495969763e-11,1.179493495969763e-07,0.001179493495969763,11.794934959697633,0.15254791706611842
956,9780,1.1772032617033998e-11,1.1772032617033994e-07,0.0011772032617034002,11.772032617033998,0.15240775336241366
957,9790,1.1749197192478717e-11,1.1749197192478714e-07,0.0011749197192478715,11.749197192478714,0.15226785041386132
958,9800,1.1726428423430296e-11,1.1726428423430295e-07,0.0011726428423430295,11.726428423430296,0.1521282074717518
959,9810,1.1730469552638033e-11,1.1730469552638028e-07,0.001173046955263803,11.730469552638027,0.15233612461641485
960,9820,1.1734546428116927e-11,1.1734546428116928e-07,0.001173454642811693,11.734546428116927,0.15254461423808752
961,9830,1.1738659120796679e-11,1.173865912079668e-07,0.001173865912079668,11.738659120796681,0.1527536786827689
962,9840,1.1742807702314873e-11,1.1742807702314872e-07,0.0011742807702314873,11.742807702314872,0.15296332030945406
963,9850,1.174699224502017e-11,1.174699224502017e-07,0.0011746992245020172,11.74699224502017,0.15317354149022236
